scenario_id,wall,roof,floor,glazing,airtightness,ventilation,shading,hp_type,hp_capacity_kw,flow_temperature_c,emitter,heat_loss_w_k,annual_heating_demand_kwh,peak_heat_load_kw,seasonal_cop,heat_pump_electricity_kwh,backup_heat_kwh,operational_emissions_kgco2,baseline_oil_emissions_kgco2,emissions_reduction_pct,retrofit_cost_eur,overheating_hours,sequential_penalty_proxy
S21865,moderate,moderate,baseline,double_low_e,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,140.56,12186.1,3.23,4.77,2554.1,0.0,756.0,3819.3,80.2,54700.0,62.8,0.6
S23545,moderate,moderate,improved,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,141.01,12225.1,3.24,4.77,2562.3,0.0,758.4,3831.5,80.2,50500.0,128.5,1.2
S23593,moderate,moderate,improved,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,141.01,12225.1,3.24,4.77,2562.3,0.0,758.4,3831.5,80.2,52700.0,93.5,1.2
S24769,moderate,moderate,improved,double_low_e,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,126.12,10934.4,2.9,4.24,2577.5,0.0,762.9,3427.0,77.7,46000.0,154.0,1.2
S24817,moderate,moderate,improved,double_low_e,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,126.12,10934.4,2.9,4.24,2577.5,0.0,762.9,3427.0,77.7,48200.0,119.0,1.2
S27841,moderate,deep,baseline,triple,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,127.01,11011.4,2.92,4.24,2595.6,0.0,768.3,3451.1,77.7,49500.0,107.2,1.2
S27889,moderate,deep,baseline,triple,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,127.01,11011.4,2.92,4.24,2595.6,0.0,768.3,3451.1,77.7,51700.0,72.2,0.6
S25345,moderate,moderate,improved,triple,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,127.7,11071.0,2.94,4.24,2609.7,0.0,772.5,3469.8,77.7,47500.0,131.2,1.2
S25393,moderate,moderate,improved,triple,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,127.7,11071.0,2.94,4.24,2609.7,0.0,772.5,3469.8,77.7,49700.0,96.2,1.2
S17497,moderate,baseline,baseline,triple,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,145.71,12632.6,3.35,4.77,2647.7,0.0,783.7,3959.2,80.2,53500.0,71.2,0.6
S17545,moderate,baseline,baseline,triple,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,145.71,12632.6,3.35,4.77,2647.7,0.0,783.7,3959.2,80.2,55700.0,36.2,0.6
S22657,moderate,moderate,baseline,triple,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,129.76,11249.8,2.98,4.24,2651.8,0.0,784.9,3525.8,77.7,47500.0,89.2,1.2
S22705,moderate,moderate,baseline,triple,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,129.76,11249.8,2.98,4.24,2651.8,0.0,784.9,3525.8,77.7,49700.0,54.2,0.6
S20449,moderate,baseline,improved,triple,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,131.28,11380.9,3.02,4.24,2682.7,0.0,794.1,3566.9,77.7,47000.0,127.5,1.2
S39457,deep,moderate,improved,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,131.53,11402.6,3.03,4.24,2687.8,0.0,795.6,3573.7,77.7,45500.0,184.8,1.2
S19201,moderate,baseline,improved,double_low_e,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,131.76,11423.2,3.03,4.24,2692.7,0.0,797.0,3580.2,77.7,47000.0,97.8,1.2
S19249,moderate,baseline,improved,double_low_e,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,131.76,11423.2,3.03,4.24,2692.7,0.0,797.0,3580.2,77.7,49200.0,62.8,0.6
S29113,moderate,deep,improved,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,148.57,12880.7,3.42,4.77,2699.7,0.0,799.1,4037.0,80.2,49000.0,184.8,1.2
S22201,moderate,moderate,baseline,double_low_e,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,150.88,13080.1,3.47,4.77,2741.5,0.0,811.5,4099.5,80.2,49000.0,136.0,1.2
S22249,moderate,moderate,baseline,double_low_e,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,150.88,13080.1,3.47,4.77,2741.5,0.0,811.5,4099.5,80.2,51200.0,101.0,1.2
S22081,moderate,moderate,baseline,double_low_e,improved,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,134.38,11649.7,3.09,4.24,2746.1,0.0,812.8,3651.2,77.7,46500.0,116.8,1.2
S22129,moderate,moderate,baseline,double_low_e,improved,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,134.38,11649.7,3.09,4.24,2746.1,0.0,812.8,3651.2,77.7,48700.0,81.8,1.2
S23929,moderate,moderate,improved,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,151.32,13119.2,3.48,4.77,2749.6,0.0,813.9,4111.7,80.2,47000.0,166.8,1.2
S23977,moderate,moderate,improved,baseline,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,151.32,13119.2,3.48,4.77,2749.6,0.0,813.9,4111.7,80.2,49200.0,131.8,1.2
S23809,moderate,moderate,improved,baseline,improved,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,134.82,11688.7,3.1,4.24,2755.3,0.0,815.6,3663.4,77.7,44500.0,147.5,1.2
S23857,moderate,moderate,improved,baseline,improved,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,134.82,11688.7,3.1,4.24,2755.3,0.0,815.6,3663.4,77.7,46700.0,112.5,1.2
S22777,moderate,moderate,baseline,triple,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,152.45,13216.7,3.51,4.77,2770.1,0.0,819.9,4142.3,80.2,50500.0,113.2,1.2
S22825,moderate,moderate,baseline,triple,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,152.45,13216.7,3.51,4.77,2770.1,0.0,819.9,4142.3,80.2,52700.0,78.2,0.6
S28225,moderate,deep,baseline,triple,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,137.32,11905.4,3.16,4.24,2806.4,0.0,830.7,3731.3,77.7,46000.0,145.5,1.2
S19321,moderate,baseline,improved,double_low_e,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,154.45,13390.1,3.55,4.77,2806.4,0.0,830.7,4196.6,80.2,50000.0,121.8,1.2
S19369,moderate,baseline,improved,double_low_e,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,154.45,13390.1,3.55,4.77,2806.4,0.0,830.7,4196.6,80.2,52200.0,86.8,1.2
S26977,moderate,deep,baseline,double_low_e,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,137.81,11947.7,3.17,4.24,2816.3,0.0,833.6,3744.6,77.7,46000.0,115.8,1.2
S27025,moderate,deep,baseline,double_low_e,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,137.81,11947.7,3.17,4.24,2816.3,0.0,833.6,3744.6,77.7,48200.0,80.8,1.2
S28705,moderate,deep,improved,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,138.26,11986.7,3.18,4.24,2825.5,0.0,836.4,3756.8,77.7,44000.0,146.5,1.2
S28753,moderate,deep,improved,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,138.26,11986.7,3.18,4.24,2825.5,0.0,836.4,3756.8,77.7,46200.0,111.5,1.2
S24481,moderate,moderate,improved,double_low_e,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,138.5,12007.3,3.19,4.24,2830.4,0.0,837.8,3763.3,77.7,44000.0,139.8,1.2
S24529,moderate,moderate,improved,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,138.5,12007.3,3.19,4.24,2830.4,0.0,837.8,3763.3,77.7,46200.0,104.8,1.2
S17881,moderate,baseline,baseline,triple,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,156.03,13526.6,3.59,4.77,2835.0,0.0,839.2,4239.4,80.2,50000.0,109.5,1.2
S17929,moderate,baseline,baseline,triple,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,156.03,13526.6,3.59,4.77,2835.0,0.0,839.2,4239.4,80.2,52200.0,74.5,0.6
S16633,moderate,baseline,baseline,double_low_e,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,156.51,13568.9,3.6,4.77,2843.9,0.0,841.8,4252.7,80.2,50000.0,79.8,0.6
S16681,moderate,baseline,baseline,double_low_e,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,156.51,13568.9,3.6,4.77,2843.9,0.0,841.8,4252.7,80.2,52200.0,44.8,0.6
S18361,moderate,baseline,improved,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,156.96,13607.9,3.61,4.77,2852.1,0.0,844.2,4264.9,80.2,48000.0,110.5,1.2
S18409,moderate,baseline,improved,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,156.96,13607.9,3.61,4.77,2852.1,0.0,844.2,4264.9,80.2,50200.0,75.5,0.6
S23041,moderate,moderate,baseline,triple,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,140.07,12143.8,3.22,4.24,2862.6,0.0,847.3,3806.1,77.7,44000.0,127.5,1.2
S23089,moderate,moderate,baseline,triple,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,140.07,12143.8,3.22,4.24,2862.6,0.0,847.3,3806.1,77.7,46200.0,92.5,1.2
S21793,moderate,moderate,baseline,double_low_e,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,140.56,12186.1,3.23,4.24,2872.5,0.0,850.3,3819.3,77.7,44000.0,97.8,1.2
S21841,moderate,moderate,baseline,double_low_e,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,140.56,12186.1,3.23,4.24,2872.5,0.0,850.3,3819.3,77.7,46200.0,62.8,0.6
S23521,moderate,moderate,improved,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,141.01,12225.1,3.24,4.24,2881.7,0.0,853.0,3831.5,77.7,42000.0,128.5,1.2
S23569,moderate,moderate,improved,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,141.01,12225.1,3.24,4.24,2881.7,0.0,853.0,3831.5,77.7,44200.0,93.5,1.2
S21241,moderate,moderate,baseline,baseline,improved,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,159.57,13834.4,3.67,4.77,2899.5,0.0,858.3,4335.9,80.2,47500.0,129.5,1.2
S21289,moderate,moderate,baseline,baseline,improved,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,159.57,13834.4,3.67,4.77,2899.5,0.0,858.3,4335.9,80.2,49700.0,94.5,1.2
S26137,moderate,deep,baseline,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,163.01,14132.4,3.75,4.77,2962.0,0.0,876.8,4429.3,80.2,47000.0,128.5,1.2
S26185,moderate,deep,baseline,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,163.01,14132.4,3.75,4.77,2962.0,0.0,876.8,4429.3,80.2,49200.0,93.5,1.2
S21913,moderate,moderate,baseline,double_low_e,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,163.25,14153.0,3.75,4.77,2966.3,0.0,878.0,4435.8,80.2,47000.0,121.8,0.6
S21961,moderate,moderate,baseline,double_low_e,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,163.25,14153.0,3.75,4.77,2966.3,0.0,878.0,4435.8,80.2,49200.0,86.8,0.6
S23641,moderate,moderate,improved,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,163.7,14192.0,3.77,4.77,2974.5,0.0,880.5,4448.0,80.2,45000.0,152.5,0.6
S23689,moderate,moderate,improved,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,163.7,14192.0,3.77,4.77,2974.5,0.0,880.5,4448.0,80.2,47200.0,117.5,0.6
S17473,moderate,baseline,baseline,triple,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,145.71,12632.6,3.35,4.24,2977.8,0.0,881.4,3959.2,77.7,45000.0,71.2,0.6
S17521,moderate,baseline,baseline,triple,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,145.71,12632.6,3.35,4.24,2977.8,0.0,881.4,3959.2,77.7,47200.0,36.2,0.6
S20953,moderate,moderate,baseline,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,165.76,14370.8,3.81,4.77,3012.0,0.0,891.5,4504.0,80.2,45000.0,110.5,0.6
S21001,moderate,moderate,baseline,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,165.76,14370.8,3.81,4.77,3012.0,0.0,891.5,4504.0,80.2,47200.0,75.5,0.0
S17161,moderate,baseline,baseline,double_low_e,deep,mev,external,ground_source,6.0,35.0,low_temp_emitters,166.82,14462.9,3.84,4.77,3031.3,0.0,897.3,4532.9,80.2,51200.0,73.0,0.0
S29089,moderate,deep,improved,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,148.57,12880.7,3.42,4.24,3036.3,0.0,898.7,4037.0,77.7,40500.0,184.8,1.2
S18745,moderate,baseline,improved,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,167.28,14501.9,3.85,4.77,3039.5,0.0,899.7,4545.1,80.2,44500.0,148.8,0.6
S17641,moderate,baseline,baseline,triple,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,168.4,14599.5,3.87,4.77,3059.9,0.0,905.7,4575.7,80.2,50200.0,60.2,0.0
S22177,moderate,moderate,baseline,double_low_e,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,150.88,13080.1,3.47,4.24,3083.3,0.0,912.7,4099.5,77.7,40500.0,136.0,1.2
S22225,moderate,moderate,baseline,double_low_e,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,150.88,13080.1,3.47,4.24,3083.3,0.0,912.7,4099.5,77.7,42700.0,101.0,1.2
S23905,moderate,moderate,improved,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,151.32,13119.2,3.48,4.24,3092.5,0.0,915.4,4111.7,77.7,38500.0,166.8,1.2
S23953,moderate,moderate,improved,baseline,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,151.32,13119.2,3.48,4.24,3092.5,0.0,915.4,4111.7,77.7,40700.0,131.8,1.2
S22753,moderate,moderate,baseline,triple,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,152.45,13216.7,3.51,4.24,3115.5,0.0,922.2,4142.3,77.7,42000.0,113.2,1.2
S22801,moderate,moderate,baseline,triple,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,152.45,13216.7,3.51,4.24,3115.5,0.0,922.2,4142.3,77.7,44200.0,78.2,0.6
S22537,moderate,moderate,baseline,triple,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,173.07,15004.8,3.98,4.77,3144.9,0.0,930.9,4702.7,80.2,50200.0,59.2,0.0
S26521,moderate,deep,baseline,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,173.32,15026.4,3.99,4.77,3149.4,0.0,932.2,4709.5,80.2,43500.0,166.8,0.6
S19297,moderate,baseline,improved,double_low_e,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,154.45,13390.1,3.55,4.24,3156.3,0.0,934.3,4196.6,77.7,41500.0,121.8,1.2
S19345,moderate,baseline,improved,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,154.45,13390.1,3.55,4.24,3156.3,0.0,934.3,4196.6,77.7,43700.0,86.8,1.2
S19081,moderate,baseline,improved,double_low_e,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,175.07,15178.2,4.03,4.77,3181.2,0.0,941.6,4757.1,80.2,49700.0,67.8,0.0
S17857,moderate,baseline,baseline,triple,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,156.03,13526.6,3.59,4.24,3188.5,0.0,943.8,4239.4,77.7,41500.0,109.5,1.2
S17905,moderate,baseline,baseline,triple,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,156.03,13526.6,3.59,4.24,3188.5,0.0,943.8,4239.4,77.7,43700.0,74.5,0.6
S16609,moderate,baseline,baseline,double_low_e,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,156.51,13568.9,3.6,4.24,3198.5,0.0,946.8,4252.7,77.7,41500.0,79.8,0.6
S16657,moderate,baseline,baseline,double_low_e,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,156.51,13568.9,3.6,4.24,3198.5,0.0,946.8,4252.7,77.7,43700.0,44.8,0.6
S21337,moderate,moderate,baseline,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,176.07,15264.9,4.05,4.77,3199.4,0.0,947.0,4784.2,80.2,41500.0,148.8,0.6
S21385,moderate,moderate,baseline,baseline,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,176.07,15264.9,4.05,4.77,3199.4,0.0,947.0,4784.2,80.2,43700.0,113.8,0.6
S21481,moderate,moderate,baseline,baseline,deep,mev,external,ground_source,6.0,35.0,low_temp_emitters,176.07,15264.9,4.05,4.77,3199.4,0.0,947.0,4784.2,80.2,46200.0,103.8,0.6
S18337,moderate,baseline,improved,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,156.96,13607.9,3.61,4.24,3207.7,0.0,949.5,4264.9,77.7,39500.0,110.5,1.2
S18385,moderate,baseline,improved,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,156.96,13607.9,3.61,4.24,3207.7,0.0,949.5,4264.9,77.7,41700.0,75.5,0.6
S16729,moderate,baseline,baseline,double_low_e,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,179.2,15535.8,4.12,4.77,3256.1,0.0,963.8,4869.1,80.2,44500.0,103.8,0.6
S16777,moderate,baseline,baseline,double_low_e,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,179.2,15535.8,4.12,4.77,3256.1,0.0,963.8,4869.1,80.2,46700.0,68.8,0.0
S16873,moderate,baseline,baseline,double_low_e,improved,mev,external,ground_source,6.0,35.0,low_temp_emitters,179.2,15535.8,4.12,4.77,3256.1,0.0,963.8,4869.1,80.2,49200.0,58.8,0.0
S21217,moderate,moderate,baseline,baseline,improved,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,159.57,13834.4,3.67,4.24,3261.1,0.0,965.3,4335.9,77.7,39000.0,129.5,1.2
S21265,moderate,moderate,baseline,baseline,improved,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,159.57,13834.4,3.67,4.24,3261.1,0.0,965.3,4335.9,77.7,41200.0,94.5,1.2
S18457,moderate,baseline,improved,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,179.65,15574.8,4.13,4.77,3264.3,0.0,966.2,4881.4,80.2,42500.0,134.5,0.6
S18505,moderate,baseline,improved,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,179.65,15574.8,4.13,4.77,3264.3,0.0,966.2,4881.4,80.2,44700.0,99.5,0.6
S04585,baseline,baseline,improved,triple,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,181.46,15731.9,4.17,4.77,3297.3,0.0,976.0,4930.6,80.2,52200.0,36.2,0.0
S15769,moderate,baseline,baseline,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,181.71,15753.6,4.18,4.77,3301.8,0.0,977.3,4937.4,80.2,42500.0,92.5,0.6
S15817,moderate,baseline,baseline,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,181.71,15753.6,4.18,4.77,3301.8,0.0,977.3,4937.4,80.2,44700.0,57.5,0.0
S26113,moderate,deep,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,163.01,14132.4,3.75,4.24,3331.3,0.0,986.1,4429.3,77.7,38500.0,128.5,1.2
S26161,moderate,deep,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,163.01,14132.4,3.75,4.24,3331.3,0.0,986.1,4429.3,77.7,40700.0,93.5,1.2
S21889,moderate,moderate,baseline,double_low_e,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,163.25,14153.0,3.75,4.24,3336.2,0.0,987.5,4435.8,77.7,38500.0,121.8,0.6
S21937,moderate,moderate,baseline,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,163.25,14153.0,3.75,4.24,3336.2,0.0,987.5,4435.8,77.7,40700.0,86.8,0.6
S07465,baseline,moderate,baseline,triple,improved,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,184.08,15958.4,4.23,4.77,3344.7,0.0,990.0,5001.6,80.2,51700.0,55.2,0.0
S23617,moderate,moderate,improved,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,163.7,14192.0,3.77,4.24,3345.4,0.0,990.2,4448.0,77.7,36500.0,152.5,0.6
S23665,moderate,moderate,improved,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,163.7,14192.0,3.77,4.24,3345.4,0.0,990.2,4448.0,77.7,38700.0,117.5,0.6
S20929,moderate,moderate,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,165.76,14370.8,3.81,4.24,3387.5,0.0,1002.7,4504.0,77.7,36500.0,110.5,0.6
S20977,moderate,moderate,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,165.76,14370.8,3.81,4.24,3387.5,0.0,1002.7,4504.0,77.7,38700.0,75.5,0.0
S12361,baseline,deep,baseline,triple,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,187.51,16256.4,4.31,4.77,3407.2,0.0,1008.5,5095.0,80.2,51200.0,54.2,0.0
S17137,moderate,baseline,baseline,double_low_e,deep,mev,external,air_to_water,6.0,35.0,low_temp_emitters,166.82,14462.9,3.84,4.24,3409.2,0.0,1009.1,4532.9,77.7,42700.0,73.0,0.0
S18721,moderate,baseline,improved,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,167.28,14501.9,3.85,4.24,3418.4,0.0,1011.9,4545.1,77.7,36000.0,148.8,0.6
S21049,moderate,moderate,baseline,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,188.45,16337.7,4.33,4.77,3424.2,0.0,1013.6,5120.5,80.2,39500.0,134.5,0.6
S21097,moderate,moderate,baseline,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,188.45,16337.7,4.33,4.77,3424.2,0.0,1013.6,5120.5,80.2,41700.0,99.5,0.6
S21193,moderate,moderate,baseline,baseline,improved,mev,external,ground_source,6.0,35.0,low_temp_emitters,188.45,16337.7,4.33,4.77,3424.2,0.0,1013.6,5120.5,80.2,44200.0,89.5,0.6
S17353,moderate,baseline,baseline,triple,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,189.03,16387.6,4.35,4.77,3434.7,0.0,1016.7,5136.1,80.2,47700.0,41.2,0.0
S17449,moderate,baseline,baseline,triple,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,189.03,16387.6,4.35,4.77,3434.7,0.0,1016.7,5136.1,80.2,50200.0,31.2,0.0
S17617,moderate,baseline,baseline,triple,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,168.4,14599.5,3.87,4.24,3441.4,0.0,1018.7,4575.7,77.7,41700.0,60.2,0.0
