scenario_id,wall,roof,floor,glazing,airtightness,ventilation,shading,hp_type,hp_capacity_kw,flow_temperature_c,emitter,heat_loss_w_k,annual_heating_demand_kwh,peak_heat_load_kw,seasonal_cop,heat_pump_electricity_kwh,backup_heat_kwh,operational_emissions_kgco2,baseline_oil_emissions_kgco2,emissions_reduction_pct,retrofit_cost_eur,overheating_hours,sequential_penalty_proxy
S00649,baseline,baseline,baseline,baseline,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.77,4588.5,0.0,1358.2,6861.5,80.2,32200.0,77.8,0.0
S00745,baseline,baseline,baseline,baseline,deep,mev,external,ground_source,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.77,4588.5,0.0,1358.2,6861.5,80.2,34700.0,67.8,0.0
S15553,moderate,baseline,baseline,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.24,4598.6,0.0,1361.2,6114.3,77.7,26000.0,97.5,0.6
S15601,moderate,baseline,baseline,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.24,4598.6,0.0,1361.2,6114.3,77.7,28200.0,62.5,0.0
S15697,moderate,baseline,baseline,baseline,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.24,4598.6,0.0,1361.2,6114.3,77.7,30700.0,52.5,0.0
S05377,baseline,moderate,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,226.26,19615.9,5.2,4.24,4623.9,0.0,1368.7,6147.9,77.7,27500.0,92.5,0.6
S05425,baseline,moderate,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,226.26,19615.9,5.2,4.24,4623.9,0.0,1368.7,6147.9,77.7,29700.0,57.5,0.0
S02065,baseline,baseline,baseline,triple,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,228.9,19844.5,5.26,4.24,4677.8,0.0,1384.6,6219.6,77.7,32700.0,42.2,0.0
S00889,baseline,baseline,baseline,double_low_e,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.77,4730.2,0.0,1400.1,7073.4,80.2,33000.0,66.8,0.0
S00937,baseline,baseline,baseline,double_low_e,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.77,4730.2,0.0,1400.1,7073.4,80.2,35200.0,31.8,0.0
S01033,baseline,baseline,baseline,double_low_e,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.77,4730.2,0.0,1400.1,7073.4,80.2,37700.0,21.8,0.0
S02617,baseline,baseline,improved,baseline,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.77,4738.4,0.0,1402.6,7085.7,80.2,31000.0,97.5,0.6
S02665,baseline,baseline,improved,baseline,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.77,4738.4,0.0,1402.6,7085.7,80.2,33200.0,62.5,0.0
S06961,baseline,moderate,baseline,triple,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,233.58,20249.8,5.37,4.24,4773.3,0.0,1412.9,6346.6,77.7,32700.0,41.2,0.0
S00319,baseline,baseline,baseline,baseline,improved,natural,none,ground_source,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4813.4,0.0,1424.8,7197.7,80.2,29600.0,98.5,0.6
S00367,baseline,baseline,baseline,baseline,improved,natural,external,ground_source,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4813.4,0.0,1424.8,7197.7,80.2,31800.0,63.5,0.0
S00463,baseline,baseline,baseline,baseline,improved,mev,external,ground_source,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4813.4,0.0,1424.8,7197.7,80.2,34300.0,53.5,0.0
S03505,baseline,baseline,improved,double_low_e,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,235.57,20423.2,5.42,4.24,4814.2,0.0,1425.0,6400.9,77.7,32200.0,49.8,0.0
S05761,baseline,moderate,baseline,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,236.58,20509.9,5.44,4.24,4834.6,0.0,1431.1,6428.1,77.7,24000.0,130.8,0.6
S05809,baseline,moderate,baseline,baseline,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,236.58,20509.9,5.44,4.24,4834.6,0.0,1431.1,6428.1,77.7,26200.0,95.8,0.6
S05215,baseline,moderate,baseline,baseline,baseline,natural,none,ground_source,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,4898.3,0.0,1449.9,7324.8,80.2,29600.0,97.5,0.6
S05263,baseline,moderate,baseline,baseline,baseline,natural,external,ground_source,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,4898.3,0.0,1449.9,7324.8,80.2,31800.0,62.5,0.0
S05359,baseline,moderate,baseline,baseline,baseline,mev,external,ground_source,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,4898.3,0.0,1449.9,7324.8,80.2,34300.0,52.5,0.0
S01153,baseline,baseline,baseline,double_low_e,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.24,4898.5,0.0,1450.0,6513.0,77.7,27000.0,85.8,0.6
S01201,baseline,baseline,baseline,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.24,4898.5,0.0,1450.0,6513.0,77.7,29200.0,50.8,0.0
S01297,baseline,baseline,baseline,double_low_e,improved,mev,external,air_to_water,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.24,4898.5,0.0,1450.0,6513.0,77.7,31700.0,40.8,0.0
S02881,baseline,baseline,improved,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,240.15,20819.9,5.52,4.24,4907.7,0.0,1452.7,6525.2,77.7,25000.0,116.5,0.6
S02929,baseline,baseline,improved,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,240.15,20819.9,5.52,4.24,4907.7,0.0,1452.7,6525.2,77.7,27200.0,81.5,0.6
S00313,baseline,baseline,baseline,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4910.0,122.3,1453.4,7197.7,79.8,28000.0,98.5,1.4
S00361,baseline,baseline,baseline,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4910.0,122.3,1453.4,7197.7,79.8,30200.0,63.5,0.8
S00457,baseline,baseline,baseline,baseline,improved,mev,external,ground_source,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4910.0,122.3,1453.4,7197.7,79.8,32700.0,53.5,0.8
S00193,baseline,baseline,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,242.21,20998.7,5.57,4.24,4949.8,0.0,1465.2,6581.3,77.7,25000.0,74.5,0.0
S00241,baseline,baseline,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,242.21,20998.7,5.57,4.24,4949.8,0.0,1465.2,6581.3,77.7,27200.0,39.5,0.0
S05473,baseline,moderate,baseline,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.24,5087.5,0.0,1505.9,6764.4,77.7,22000.0,116.5,0.6
S05521,baseline,moderate,baseline,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.24,5087.5,0.0,1505.9,6764.4,77.7,24200.0,81.5,0.6
S05617,baseline,moderate,baseline,baseline,improved,mev,external,air_to_water,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.24,5087.5,0.0,1505.9,6764.4,77.7,26700.0,71.5,0.0
S01777,baseline,baseline,baseline,triple,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,249.53,21632.6,5.74,4.24,5099.3,0.0,1509.4,6780.0,77.7,30200.0,23.2,0.0
S01873,baseline,baseline,baseline,triple,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,249.53,21632.6,5.74,4.24,5099.3,0.0,1509.4,6780.0,77.7,32700.0,13.2,0.0
S05209,baseline,moderate,baseline,baseline,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,5107.1,264.2,1511.7,7324.8,79.4,28000.0,97.5,1.4
S05257,baseline,moderate,baseline,baseline,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,5107.1,264.2,1511.7,7324.8,79.4,30200.0,62.5,0.8
S05353,baseline,moderate,baseline,baseline,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,5107.1,264.2,1511.7,7324.8,79.4,32700.0,52.5,0.8
S00577,baseline,baseline,baseline,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.24,5160.6,0.0,1527.5,6861.5,77.7,21500.0,112.8,0.6
S00625,baseline,baseline,baseline,baseline,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.24,5160.6,0.0,1527.5,6861.5,77.7,23700.0,77.8,0.0
S00721,baseline,baseline,baseline,baseline,deep,mev,external,air_to_water,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.24,5160.6,0.0,1527.5,6861.5,77.7,26200.0,67.8,0.0
S00031,baseline,baseline,baseline,baseline,baseline,natural,none,ground_source,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5188.1,0.0,1535.7,7758.2,80.2,27100.0,79.5,0.0
S00079,baseline,baseline,baseline,baseline,baseline,natural,external,ground_source,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5188.1,0.0,1535.7,7758.2,80.2,29300.0,44.5,0.0
S00175,baseline,baseline,baseline,baseline,baseline,mev,external,ground_source,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5188.1,0.0,1535.7,7758.2,80.2,31800.0,34.5,0.0
S00865,baseline,baseline,baseline,double_low_e,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.24,5320.0,0.0,1574.7,7073.4,77.7,24500.0,66.8,0.0
S00913,baseline,baseline,baseline,double_low_e,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.24,5320.0,0.0,1574.7,7073.4,77.7,26700.0,31.8,0.0
S01009,baseline,baseline,baseline,double_low_e,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.24,5320.0,0.0,1574.7,7073.4,77.7,29200.0,21.8,0.0
S02593,baseline,baseline,improved,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.24,5329.2,0.0,1577.4,7085.7,77.7,22500.0,97.5,0.6
S02641,baseline,baseline,improved,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.24,5329.2,0.0,1577.4,7085.7,77.7,24700.0,62.5,0.0
S00295,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5413.5,0.0,1602.4,7197.7,77.7,20400.0,98.5,0.6
S00343,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5413.5,0.0,1602.4,7197.7,77.7,22600.0,63.5,0.0
S00439,baseline,baseline,baseline,baseline,improved,mev,external,air_to_water,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5413.5,0.0,1602.4,7197.7,77.7,25100.0,53.5,0.0
S00289,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5507.0,122.3,1630.1,7197.7,77.4,19500.0,98.5,1.4
S00337,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5507.0,122.3,1630.1,7197.7,77.4,21700.0,63.5,0.8
S00433,baseline,baseline,baseline,baseline,improved,mev,external,air_to_water,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5507.0,122.3,1630.1,7197.7,77.4,24200.0,53.5,0.8
S05191,baseline,moderate,baseline,baseline,baseline,natural,none,air_to_water,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.24,5509.0,0.0,1630.7,7324.8,77.7,20400.0,97.5,0.6
S05239,baseline,moderate,baseline,baseline,baseline,natural,external,air_to_water,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.24,5509.0,0.0,1630.7,7324.8,77.7,22600.0,62.5,0.0
S05335,baseline,moderate,baseline,baseline,baseline,mev,external,air_to_water,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.24,5509.0,0.0,1630.7,7324.8,77.7,25100.0,52.5,0.0
S05185,baseline,moderate,baseline,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.24,5710.9,264.2,1690.4,7324.8,76.9,19500.0,97.5,1.4
S05233,baseline,moderate,baseline,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.24,5710.9,264.2,1690.4,7324.8,76.9,21700.0,62.5,0.8
S05329,baseline,moderate,baseline,baseline,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.24,5710.9,264.2,1690.4,7324.8,76.9,24200.0,52.5,0.8
S00025,baseline,baseline,baseline,baseline,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5779.4,748.1,1710.7,7758.2,77.9,25500.0,79.5,0.8
S00073,baseline,baseline,baseline,baseline,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5779.4,748.1,1710.7,7758.2,77.9,27700.0,44.5,0.8
S00169,baseline,baseline,baseline,baseline,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5779.4,748.1,1710.7,7758.2,77.9,30200.0,34.5,0.8
S00007,baseline,baseline,baseline,baseline,baseline,natural,none,air_to_water,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.24,5835.0,0.0,1727.2,7758.2,77.7,17900.0,79.5,0.0
S00055,baseline,baseline,baseline,baseline,baseline,natural,external,air_to_water,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.24,5835.0,0.0,1727.2,7758.2,77.7,20100.0,44.5,0.0
S00151,baseline,baseline,baseline,baseline,baseline,mev,external,air_to_water,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.24,5835.0,0.0,1727.2,7758.2,77.7,22600.0,34.5,0.0
S00001,baseline,baseline,baseline,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.24,6406.8,748.1,1896.4,7758.2,75.6,17000.0,79.5,0.8
S00049,baseline,baseline,baseline,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.24,6406.8,748.1,1896.4,7758.2,75.6,19200.0,44.5,0.8
S00145,baseline,baseline,baseline,baseline,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.24,6406.8,748.1,1896.4,7758.2,75.6,21700.0,34.5,0.8
S01972,baseline,baseline,baseline,triple,baseline,mvhr,external,air_to_water,6.0,55.0,existing_radiators,206.21,17877.6,4.74,2.73,6537.7,0.0,1935.2,5603.1,65.5,29700.0,18.2,1.8
S01778,baseline,baseline,baseline,triple,baseline,natural,external,air_to_water,6.0,45.0,oversized_radiators,249.53,21632.6,5.74,3.3,6552.1,0.0,1939.4,6780.0,71.4,26200.0,23.2,0.0
S01874,baseline,baseline,baseline,triple,baseline,mev,external,air_to_water,6.0,45.0,oversized_radiators,249.53,21632.6,5.74,3.3,6552.1,0.0,1939.4,6780.0,71.4,28700.0,13.2,0.0
S00914,baseline,baseline,baseline,double_low_e,baseline,natural,external,air_to_water,6.0,45.0,oversized_radiators,260.32,22568.9,5.99,3.3,6835.7,0.0,2023.4,7073.4,71.4,22700.0,31.8,0.0
S01010,baseline,baseline,baseline,double_low_e,baseline,mev,external,air_to_water,6.0,45.0,oversized_radiators,260.32,22568.9,5.99,3.3,6835.7,0.0,2023.4,7073.4,71.4,25200.0,21.8,0.0
S00296,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,8.0,45.0,oversized_radiators,264.9,22965.6,6.09,3.3,6955.8,0.0,2058.9,7197.7,71.4,16400.0,98.5,0.6
S00344,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,8.0,45.0,oversized_radiators,264.9,22965.6,6.09,3.3,6955.8,0.0,2058.9,7197.7,71.4,18600.0,63.5,0.0
S00290,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,6.0,45.0,oversized_radiators,264.9,22965.6,6.09,3.3,7041.1,122.3,2084.2,7197.7,71.0,15500.0,98.5,1.4
S00338,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,6.0,45.0,oversized_radiators,264.9,22965.6,6.09,3.3,7041.1,122.3,2084.2,7197.7,71.0,17700.0,63.5,0.8
S05192,baseline,moderate,baseline,baseline,baseline,natural,none,air_to_water,8.0,45.0,oversized_radiators,269.58,23370.9,6.2,3.3,7078.6,0.0,2095.3,7324.8,71.4,16400.0,97.5,0.6
S05240,baseline,moderate,baseline,baseline,baseline,natural,external,air_to_water,8.0,45.0,oversized_radiators,269.58,23370.9,6.2,3.3,7078.6,0.0,2095.3,7324.8,71.4,18600.0,62.5,0.0
S05186,baseline,moderate,baseline,baseline,baseline,natural,none,air_to_water,6.0,45.0,oversized_radiators,269.58,23370.9,6.2,3.3,7262.7,264.2,2149.8,7324.8,70.7,15500.0,97.5,1.4
S05234,baseline,moderate,baseline,baseline,baseline,natural,external,air_to_water,6.0,45.0,oversized_radiators,269.58,23370.9,6.2,3.3,7262.7,264.2,2149.8,7324.8,70.7,17700.0,62.5,0.8
S00008,baseline,baseline,baseline,baseline,baseline,natural,none,air_to_water,8.0,45.0,oversized_radiators,285.52,24753.6,6.57,3.3,7497.4,0.0,2219.2,7758.2,71.4,13900.0,79.5,0.0
S00056,baseline,baseline,baseline,baseline,baseline,natural,external,air_to_water,8.0,45.0,oversized_radiators,285.52,24753.6,6.57,3.3,7497.4,0.0,2219.2,7758.2,71.4,16100.0,44.5,0.0
S00152,baseline,baseline,baseline,baseline,baseline,mev,external,air_to_water,8.0,45.0,oversized_radiators,285.52,24753.6,6.57,3.3,7497.4,0.0,2219.2,7758.2,71.4,18600.0,34.5,0.0
S05476,baseline,moderate,baseline,baseline,improved,natural,none,air_to_water,6.0,55.0,existing_radiators,248.95,21582.8,5.73,2.73,7892.7,0.0,2336.2,6764.4,65.5,13500.0,116.5,2.4
S01780,baseline,baseline,baseline,triple,baseline,natural,external,air_to_water,6.0,55.0,existing_radiators,249.53,21632.6,5.74,2.73,7910.9,0.0,2341.6,6780.0,65.5,21700.0,23.2,1.8
S01876,baseline,baseline,baseline,triple,baseline,mev,external,air_to_water,6.0,55.0,existing_radiators,249.53,21632.6,5.74,2.73,7910.9,0.0,2341.6,6780.0,65.5,24200.0,13.2,1.8
S00580,baseline,baseline,baseline,baseline,deep,natural,none,air_to_water,6.0,55.0,existing_radiators,252.53,21892.7,5.81,2.73,8006.0,0.0,2369.8,6861.5,65.5,13000.0,112.8,2.4
S00628,baseline,baseline,baseline,baseline,deep,natural,external,air_to_water,6.0,55.0,existing_radiators,252.53,21892.7,5.81,2.73,8006.0,0.0,2369.8,6861.5,65.5,15200.0,77.8,1.8
S00002,baseline,baseline,baseline,baseline,baseline,natural,none,air_to_water,6.0,45.0,oversized_radiators,285.52,24753.6,6.57,3.3,8018.9,748.1,2373.6,7758.2,69.4,13000.0,79.5,0.8
S00050,baseline,baseline,baseline,baseline,baseline,natural,external,air_to_water,6.0,45.0,oversized_radiators,285.52,24753.6,6.57,3.3,8018.9,748.1,2373.6,7758.2,69.4,15200.0,44.5,0.8
S00146,baseline,baseline,baseline,baseline,baseline,mev,external,air_to_water,6.0,45.0,oversized_radiators,285.52,24753.6,6.57,3.3,8018.9,748.1,2373.6,7758.2,69.4,17700.0,34.5,0.8
S00916,baseline,baseline,baseline,double_low_e,baseline,natural,external,air_to_water,6.0,55.0,existing_radiators,260.32,22568.9,5.99,2.73,8253.3,0.0,2443.0,7073.4,65.5,18200.0,31.8,1.8
S01012,baseline,baseline,baseline,double_low_e,baseline,mev,external,air_to_water,6.0,55.0,existing_radiators,260.32,22568.9,5.99,2.73,8253.3,0.0,2443.0,7073.4,65.5,20700.0,21.8,1.8
S00298,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,8.0,55.0,existing_radiators,264.9,22965.6,6.09,2.73,8398.3,0.0,2485.9,7197.7,65.5,11900.0,98.5,2.4
S00346,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,8.0,55.0,existing_radiators,264.9,22965.6,6.09,2.73,8398.3,0.0,2485.9,7197.7,65.5,14100.0,63.5,1.8
S00292,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,6.0,55.0,existing_radiators,264.9,22965.6,6.09,2.73,8475.9,122.3,2508.9,7197.7,65.1,11000.0,98.5,3.2
S00340,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,6.0,55.0,existing_radiators,264.9,22965.6,6.09,2.73,8475.9,122.3,2508.9,7197.7,65.1,13200.0,63.5,2.6
S05194,baseline,moderate,baseline,baseline,baseline,natural,none,air_to_water,8.0,55.0,existing_radiators,269.58,23370.9,6.2,2.73,8546.5,0.0,2529.8,7324.8,65.5,11900.0,97.5,2.4
S05242,baseline,moderate,baseline,baseline,baseline,natural,external,air_to_water,8.0,55.0,existing_radiators,269.58,23370.9,6.2,2.73,8546.5,0.0,2529.8,7324.8,65.5,14100.0,62.5,1.8
S05188,baseline,moderate,baseline,baseline,baseline,natural,none,air_to_water,6.0,55.0,existing_radiators,269.58,23370.9,6.2,2.73,8714.1,264.2,2579.4,7324.8,64.8,11000.0,97.5,3.2
S05236,baseline,moderate,baseline,baseline,baseline,natural,external,air_to_water,6.0,55.0,existing_radiators,269.58,23370.9,6.2,2.73,8714.1,264.2,2579.4,7324.8,64.8,13200.0,62.5,2.6
S00010,baseline,baseline,baseline,baseline,baseline,natural,none,air_to_water,8.0,55.0,existing_radiators,285.52,24753.6,6.57,2.73,9052.2,0.0,2679.5,7758.2,65.5,9400.0,79.5,1.8
S00058,baseline,baseline,baseline,baseline,baseline,natural,external,air_to_water,8.0,55.0,existing_radiators,285.52,24753.6,6.57,2.73,9052.2,0.0,2679.5,7758.2,65.5,11600.0,44.5,1.8
S00154,baseline,baseline,baseline,baseline,baseline,mev,external,air_to_water,8.0,55.0,existing_radiators,285.52,24753.6,6.57,2.73,9052.2,0.0,2679.5,7758.2,65.5,14100.0,34.5,1.8
S00004,baseline,baseline,baseline,baseline,baseline,natural,none,air_to_water,6.0,55.0,existing_radiators,285.52,24753.6,6.57,2.73,9526.8,748.1,2819.9,7758.2,63.7,8500.0,79.5,2.6
S00052,baseline,baseline,baseline,baseline,baseline,natural,external,air_to_water,6.0,55.0,existing_radiators,285.52,24753.6,6.57,2.73,9526.8,748.1,2819.9,7758.2,63.7,10700.0,44.5,2.6
S00148,baseline,baseline,baseline,baseline,baseline,mev,external,air_to_water,6.0,55.0,existing_radiators,285.52,24753.6,6.57,2.73,9526.8,748.1,2819.9,7758.2,63.7,13200.0,34.5,2.6
